STT,SO_DANG_KY,TEN_THUOC,"MA_HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Số đăng ký)",MA_DUONG_DUNG,DUONG_DUNG,HAM_LUONG,DONG_GOI,HANG_SX,NUOC_SX
449,VN-12307-11,Kem Genseoderm,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Betamethasone Dipropionate, Clotrimazole, Gentamycin sulfate",3.05,Dùng ngoài,"0,64mg; 10mg; 1mg",Hộp 1 tuýp 10 g,"Fu Yuan Chemical & Pharmaceutical Co., Ltd.",Taiwan
450,VN-12355-11,Racasone Cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Betamethasone Dipropionate, Gentamicin sulfate, Clotrimazole",3.05,Dùng ngoài,5mg; 20mg; 200mg/20g,Hộp 1 tuýp 20g,"Korea Arlico Pharm Co., Ltd.",Korea
451,VN-13142-11,Chodimin cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Clotrimazole, Betamethasone dipropionate, gentamycin sulfate",3.05,Dùng ngoài,"10mg; 0,64mg; 1mg","Hộp 1 tuýp 10g, 15g","Myung-In Pharm. Co., Ltd.",Korea
452,VN-13256-11,C-Marksans Plus,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Clotrimazole; Beclomethasone dipropionate; Gentamycin sulphate,3.05,Dùng ngoài,"1%; 0,025%; 1%",Hộp 1 tuýp 15g,Marksans Pharma Ltd.,India
453,VN-13881-11,Syntoderm Cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Clotrimazol; Betamethason dipropionate, Gentamicin sulphate",3.05,Dùng ngoài,"100mg; 6,4mg; 10mg",Hộp 1 tuýp 10g kem,Synmedic Laboratories,India
454,VN-14108-11,Gentricreem,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethasone dipropionate; Clotrimazole; Gentamycin sulfate,3.05,Dùng ngoài,"0,64mg/g; 10mg/g; 1mg/g",Hộp 1 tuýp 10g,"Korea Arlico Pharm. Co., Ltd.",Korea
455,VN-14651-12,Daehwademacot Cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Betamethasone Dipropionate, Clotrimazol, Gentamycin sulphate",3.05,Dùng ngoài,"0,64mg; 10mg; 1mg",Hộp 1 tuýp 10g,"Dae Hwa Pharm Co., Ltd.",Korea
456,VN-15552-12,Triderm,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethasone; Clotrimazole; Gentamycin,3.05,Dùng ngoài,"0,5mg/g; 10mg/g; 1mg/g",Hộp 1 tuýp 5g; hộp 1 tuýp 10g,Schering-Plough Labo N.V.,Belgium
457,VN-17310-13,Acrason Cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethasone dipropionate; Clotrimazole; Gentamicin sulfate,3.05,Dùng ngoài,"6,4mg/10g; 100mg/10g; 10mg/10g",Hộp 1 tuýp 10g,"Korea Arlico Pharm. Co., Ltd.",Korea
458,VN-17420-13,Dongkwang Silkron,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Clotrimazol; Betamethasone dipropionate; Gentamicin sulfate,3.05,Dùng ngoài,"10mg/g; 0,64mg/g; 1mg/1g",Hộp 1 tuýp 10 g,"Dongkwang Pharm Co., Ltd.",Korea
459,VN-17497-13,Topisone,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethasone (dưới dạng Betamethasone dipropionate); Clotrimazole; Gentamycin sulphate,3.05,Dùng ngoài,"0,64mg/1g; 10,0mg/g; 1,0mg/g",Hộp 1 tuýp 10g,New Gene Pharm Inc.,Korea
460,VN-17773-14,Beclogen cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethason (dưới dạng Betamethason dipropionat); Clotrimazol; Gentamicin (dưới dạng Gentamicin sulfat),3.05,Dùng ngoài,5mg; 10mg,Hộp 1 tuýp 10g,"Sky New Pharm. Co., Ltd",Korea
461,VN-19720-16,Hidem cream,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Gentamicin (dưới dạng gentamicin sulfat); Betamethason dipropionat; Clotrimazol,3.01,Bôi,"1mg/g; 0,64mg/g; 10mg/g",Hộp 1 tuýp 10g; Hộp 1 tuýp 15g,"Myung-In Pharm. Co., Ltd.",Korea
462,VD-16741-12,Genpharmason,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,Betamethason dipropionat; Gentamyicn (dưới dạng Gentamycin sulfat); Clotrimazol,3.05,Dùng ngoài,"6,4mg/10 g; 10mg/10g; 100mg/10g",Hộp 1 tuýp 10g kem bôi da,Xí nghiệp dược phẩm 120- Công ty cổ phần Armephaco,Việt Nam
463,VD-4844-08,Dipolac G,40.760,Betamethason dipropionat + clotrimazol +  gentamicin,"Betamethason dipropionat, Gentamicin, Clotrimazol",3.05,Dùng ngoài,,Hộp 1 tuýp x 15g kem bôi da,Công ty cổ phần dược phẩm Việt Nam-Ampharco,Việt Nam
464,VD-27257-17,Bisilkon,40.760,"Betamethason dipropionat + clotrimazol +  gentamicin
","Mỗi tuýp 10g chứa: Clotrimazol 100mg; Betamethason dipropionat 6,4mg; Gentamicin (dưới dạng Gentamicin sulfat) 10mg",3.01,Bôi,"100mg, 6,4mg, 10mg",Hộp 1 tuýp 10g,Công ty cổ phần Dược-TTBYT Bình Định (Bidiphar),Việt Nam
465,VD-27782-17,Soslac G3,40.760,"Betamethason dipropionat + clotrimazol +  gentamicin
","Mỗi tuýp 15g kem bôi da chứa Gentamycin (dưới dạng gentamycin sulfat) 15 mg; Betamethason dipropionat 9,6mg; Clotrimazol 150mg",3.05,Dùng ngoài,"15 mg, 9,6mg, 150mg",Hộp 1 tuýp 15g,Công ty cổ phần dược phẩm Ampharco U.S.A,Việt Nam
466,VD-27865-17,Tinfozol,40.760,"Betamethason dipropionat + clotrimazol +  gentamicin
","Betamethason dipropionat 6,4 mg; Clotrimazol 100 mg; Gentamicin sulfat 10.000 IU",3.05,Dùng ngoài,"6,4 mg, 100 mg, 10.000 IU",Hộp 1 tuýp 10 g,Công ty cổ phần dược phẩm Gia Nguyễn,Việt Nam
467,VD-28196-17,Sihiron,40.760,"Betamethason dipropionat + clotrimazol +  gentamicin
","Mỗi 10 g chế phẩm chứa: Betamethason dipropionat 6,4 mg; Clotrimazol 100 mg; Gentamicin sulfat 10mg",3.05,Dùng ngoài,"6,4 mg, 100 mg, 10mg",Hộp  1 tuýp 10 g,Công ty cổ phần dược và vật tư y tế Bình Thuận,Việt Nam
468,VD-28641-17,Topolac-US,40.760,"Betamethason dipropionat + clotrimazol +  gentamicin
","Betamethason dipropionat 6,4 mg; Clotrimazol 100 mg; Gentamicin (dưới dạng Gentamicin sulfat) 10mg",3.05,Dùng ngoài,"6,4 mg, 100 mg, 10mg",Hộp  1 tuýp 10 g,Công ty TNHH US Pharma USA,Việt Nam
469,VD-10615-10,Dexamethason,40.764,Desoxycortone acetat,Dexamethason natri phosphat tương ứng Dexamethason phosphat,2.10,Tiêm, 4mg,"Hộp 10 ống x 1ml, thuốc tiêm",Công ty cổ phần Fresenius Kabi Bidiphar,Việt Nam
470,VN-10455-10,Hydrocortisone sodium succinate for Injection BP 100mg,40.774,Hydrocortison natri succinat,Hydrocortison natri succinat,2.10,Tiêm,100mg,Hộp 10 lọ,Flamingo Pharmaceuticals Ltd.,India
471,VD-24942-16,Prednisolon,40.777,Prednisolon metasulfobenzoat natri,Prednisolon  ,1.01,Uống,5mg,Lọ 500 viên,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
472,VD-24887-16,Prednisolone 5mg,40.777,Prednisolon metasulfobenzoat natri,Prednisolone ,1.01,Uống,5mg,"Hộp 10 vỉ x 20 viên, chai 100 viên, chai 200 viên, chai 300 viên, chai 500 viên",Công ty cổ phần dược phẩm TV. Pharm,Việt Nam
473,VD-24888-16,Prednisolone 5mg,40.777,Prednisolon metasulfobenzoat natri,Prednisolone,1.01,Uống,5mg,"Hộp 20 vỉ x 10 viên, hộp 50 vỉ x 10 viên, chai 100 viên, chai 200 viên, chai 300 viên, chai 500 viên",Công ty cổ phần dược phẩm TV. Pharm,Việt Nam
474,VN-19871-16,Duo Predni,40.777,Prednisolon metasulfobenzoat natri,Prednisolon ,1.01,Uống,5mg,Chai nhựa 1000 viên,"Fu yuan Chemical & Pharmaceutical Co., Ltd.",Taiwan
475,VD-19386-13,Hydrocolacyl,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,"hộp 10 vỉ x 20 viên, hộp 1 chai 500 viên, 1000 viên",Công ty cổ phần dược phẩm Khánh Hoà,Việt Nam
476,VD-16757-12,Prednisolon,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,Hộp 10 vỉ x 10 viên; Chai 500 viên nén dài,Xí nghiệp Dược phẩm 150- Công ty cổ phần Armepharco,Việt Nam
477,VD-21916-14,Prednisolon 5mg,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,Hộp 30 vỉ x 20 vên; hoopkj 100 vỉ x 20 viên; chai 150 viên; chai 500 viên,Công ty cổ phần dược phẩm trung ương VIDIPHA,Việt Nam
478,VD-14643-11,Prednisolon 5mg,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,"Chai 200 viên, 500 viên nén dài",Công ty cổ phần Dược  S. Pharm,Việt Nam
479,VD-10499-10,Prednisolone,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,"Hộp 10 vỉ x 20 viên, chai 100 viên, chai 200 viên, chai 300 viên, chai 500 viên nén tròn",Công ty cổ phần dược phẩm TV.Pharm,Việt Nam
480,VD-6029-08,Prednisolon - 5mg,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,Hộp 20 vỉ x 20 viên nén,Công ty cổ phần dược vật tư y tế Nghệ An,Việt Nam
481,VD-9656-09,Prednisolon,40.777,Prednisolon metasulfobenzoat natri,Prednisolon,1.01,Uống,5mg,"chai 200 viên nén, chai 500 viên nén",Công ty cổ phần dược và vật tư y tế Bình Thuận,Việt Nam
482,VD-26388-17,Sovepred,40.777,"Prednisolon metasulfobenzoat natri
",Prednisolon (dưới dạng Prednisolon natri metasulfobenzoat),1.01,Uống,5mg,Hộp 1 chai 30 viên,Công ty Cổ phần Dược phẩm OPV,Việt Nam
483,VD-11480-10,Glilucol 5mg,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,Hộp 5 vỉ x 20 viên nén,Công ty cổ phần dược phẩm 2/9.,Việt Nam
484,VD-11937-10,Glibenclamide Stada 5 mg,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,"Hộp 5 vỉ, 10 vỉ x 10 viên, hộp 1 chai 100 viên nén",Công ty LD TNHH Stada - Việt Nam,Việt Nam
485,VD-12809-10,Diabifar,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,Hộp 10 vỉ x 20 viên nén,Công ty cổ phần dược phẩm dược liệu Pharmedic,Việt Nam
486,VD-15651-11,Dowanine,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,Hộp 1 lọ x 100 viên nén,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam
487,VD-18704-13,Glyclamic,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,Hộp 5 vỉ x 20 viên,Công ty cổ phần Dược-TTBYT Bình Định,Việt Nam
488,VD-7073-09,Glibenclamid 5 mg,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5 mg,"hộp 10 vỉ x 10 viên, hộp 5 vỉ x 20 viên nén",Công ty cổ phần xuất nhập khẩu y tế Domesco,Việt Nam
489,VD-8123-09,Glibenclamid 5mg,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,Hộp 5 vỉ x 20 viên nén,Công ty cổ phần dược phẩm TV.Pharm,Việt Nam
490,VD-8150-09,Glyburid,40.799,Glibenclamid,Glibenclamid,1.01,Uống,5mg,"hộp 10 vỉ x 10 viên, lọ 100 viên nén",Công ty cổ phần dược trung ương Mediplantex.,Việt Nam
491,VN-10057-10,Plariche 5mg,40.799,Glibenclamid,Glibenclamide dạng vi hạt,1.01,Uống,5mg,Hộp 10 vỉ x 10 viên,S.C. Arena Group S.A.,Rumani
492,VN-11092-10,Glihexal 3.5 mg,40.799,Glibenclamid,Glibenclamide,1.01,Uống,3.5mg,Hộp 3 vỉ x 10 viên,Temmler Werke GmbH,Germany
493,VN-11154-10,Glidamont,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,"Hộp 3 vỉ, 6 vỉ  x 10 viên",Quimica Montpellier S.A.,Argentina
494,VN-11777-11,Glibenclamide tablets BP 5mg,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Hộp 10 vỉ x 10 viên,Bravo Healthcare Ltd.,India
495,VN-12880-11,Maninil 5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Lọ thuỷ tinh chứa 120 viên hoặc hộp 6 vỉ x 20 viên,Berlin Chemie AG,Germany
496,VN-12881-11,Maninil 5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Lọ thuỷ tinh chứa 120 viên hoặc hộp 6 vỉ x 20 viên,Menarini - Von Heyden GmbH,Germany
497,VN-13507-11,"Maninil 3,5",40.799,Glibenclamid,Glibenclamide,1.01,Uống,"3,5mg",Hộp 3 vỉ x 20 viên,Berlin Chemie AG,Germany
498,VN-14011-11,"Maninil 3,5",40.799,Glibenclamid,Glibenclamide,1.01,Uống,"3,5mg",Hộp 3 vỉ x 20 viên,Menarini - von Heyden GmbH,Germany
499,VN-15230-12,Maninil 5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Lọ thuỷ tinh chứa 120 viên,Menarini-Von Heyden GmbH,Germany
500,VN-6187-08,Carmize Tablet 5mg,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Hộp 100 viên nén (10 vỉ x 10 viên),Hovid Bhd,Malaysia
501,VN-7821-09,Glibendarem 5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5m,Hộp 4 vỉ x 10 viên,Remedica Ltd.,Cyprus
502,VN-8752-09,Glihexal 3.5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,3.5mg,Hộp 3vỉ x 10viên,Temmler Werke GmbH,Germany
503,VN-9009-09,Maninil 3.5,40.799,Glibenclamid,Glibenclamide,1.01,Uống,35mg,Hộp 3 vỉ x 10 viên,Berlin Chemie (Menarini Group),Germany
504,VN-9099-09,Glibenclamide BP 5mg,40.799,Glibenclamid,Glibenclamide,1.01,Uống,5mg,Hộp 10 vỉ x 10 viên,Medico Remedies Pvt. Ltd.,India
505,VN-9531-10,Plariche,40.799,Glibenclamid,Glibenclamide,1.01,Uống,"1,75mg",Hộp 10 vỉ x 10 viên,S.C. Arena Group S.A.,Rumani
506,VN-9532-10,Plariche,40.799,Glibenclamid,Glibenclamide,1.01,Uống,"3,5mg",Hộp 10 vỉ x 10 viên,S.C. Arena Group S.A.,Rumani
507,VN-14895-12,Zymar,40.863,Gatifloxacin,Gatifloxacin,6.01,Nhỏ mắt,"0,3 mg/ml",Hộp 1 lọ 5ml,"Allergan Sales, LLC",USA
508,VD-12234-10,Sunpure,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,"Natri chondroitin sulfat, Cholin hydrotartrat, retinol palmitat, riboflavin, thiamin HCl",1.01,Uống,100mg; 25mg; 2500UI; 5mg; 20mg,Hộp 6 vỉ x 10 viên nang cứng,Công ty TNHH US pharma USA,Việt Nam
509,VD-15736-11,Izcitol,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,"natri chondroitin sulfat, cholin hydrotartrat, retinol palmitat, riboflavin, vitamin B1",1.01,Uống,100 mg; 25 mg; 2500IU; 5 mg; 20 mg,Hộp 6 vỉ x 10 viên nang cứng,Công ty cổ phần Dược phẩm Cần Giờ,Việt Nam
510,VD-17619-12,Tobiwel,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,"Natri chondroitin sulfat, Vitamin B1, B2, A, Cholin hydrotartrat",1.01,Uống,,Hộp 10 vỉ x 10 viên,Công ty cổ phần dược và thiết bị y tế Hà Tây,Việt Nam
511,VD-17652-12,Comthepharm,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,"Natri chondroitin sulfat, Retinol palmitat, Cholin hydrotartrat, Riboflavin, Thiamin hydroclorid",1.01,Uống,,"Hộp 6 vỉ x 10 viên
Hộp18 vỉ x 10 viên nang",Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
512,VD-18669-13,Togencom,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondroitin sulfat; Retinol palmitat; Cholin bitartrat; Riboflavin; Thiamin hydoclorid,1.01,Uống,100 mg; 2.500 IU; 25 mg; 5 mg; 20 mg,Hộp 3 gói x 6 vỉ x 10 viên,Công ty cổ phần công nghệ sinh học dược phẩm ICA,Việt Nam
513,VD-18726-13,Eyecom,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondoitin sulfat; Vitamin B1; Cholin hydrotartrat; Vitamin A; Vitamin B2,1.01,Uống,100 mg; 20 mg; 25 mg; 2.500 IU; 5 mg,Hộp 9 vỉ x 10 viên,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
514,VD-20149-13,Bolycom Fort,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondoitin sulfat; Retinol palmitat; Cholin hydrotartrat; Riboflavin; Thiamin HCl,1.01,Uống,100 mg; 2.500 IU; 25 mg; 5 mg; 20 mg,"Hộp 6 vỉ, 10 vỉ x 10 viên",Công ty cổ phần dược vật tư y tế Thái Bình,Việt Nam
515,VD-20281-13,Eyespot-E,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondroitin sulfat; Retinol palmitat; Cholin bitartrat; Riboflavin; Thiamin hydroclorid,1.01,Uống,100mg; 2.500IU; 25mg; 5mg; 20mg,"Hộp 3 vỉ, 10 vỉ x 10 viên",Chi nhánh Công ty cổ phần dược TW Mediplantex,Việt Nam
516,VD-20287-13,Medifevisof,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondroitin sulfat; Cholin bitartrat; Retinol palmitat; Thiamin hydroclorid; Riboflavin,1.01,Uống,100mg; 25mg; 2.500IU; 5mg,Hộp 3 túi nhôm x 6 vỉ x 10 viên,Chi nhánh Công ty cổ phần dược TW Mediplantex,Việt Nam
517,VD-21804-14,Tobicom,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondroitin sulfat; Retinol palmitat; Cholin bitartrat; Riboflavin; Thiamin HCl,1.01,Uống,100 mg; 2.500 IU; 25 mg; 5 mg; 20 mg,Hộp 3 gói x 6 vỉ x 10 viên,Công ty cổ phần công nghệ sinh học dược phẩm ICA,Việt Nam
518,GC-0218-13,Tobiwel,40.882,Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid,Natri chondroitin sulfat; Retinol panmitat; Cholin hydrotartra; riboflavin(B2);  thiamin hydroclorid(B1)  ,1.01,Uống,120mg;  2000 UI;   25mg;   6mg;  30mg,"Uống, viên nang mềm, vỉ 10 viên",Công ty cổ phần Dược Phẩm Hà Tây,Việt Nam 
519,VD-4878-08,Vimycom,40.882,"Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid 
","Natri chondroitin sulfat, Cholin bitartrat, Vitamin A,B1,B2",1.01,Uống,,Hộp 3 vỉ x 10 viên ; hộp 10 vỉ x 10 viên nang mềm,Công ty cổ phần dược vật tư y tế Hải Dương,Việt Nam
520,VD-8375-09,Vicacom,40.882,"Natri chondroitin sulfat + retinol palmitat + cholin hydrotartrat + riboflavin + thiamin hydroclorid 
","Natri chondroitin sulfat, Retinol palmitat, Cholin bitartrat, Ribiflavin, Thiamin hydroclorid",1.01,Uống,,Hộp 1 gói x 6 vỉ x 10 viên nang,Công ty cổ phần công nghệ sinh học dược phẩm ICA,Việt Nam
521,VN-18470-14,Anginovag,40.900,Beta-glycyrrhetinic acid +dequalinium clorid + tyrothricin+ hydrocortison acetat +lidocain hydroclorid,Dequalinium chloride ; Beta-glycyrrhetinic acid (enoxolone); Hydrocortisone acetate ; Tyrothricin ; Lidocain HCl ,5.08,Xịt họng,"1mg/ 1ml;  0,6mg/1ml; 0,6mg/1ml; 4mg/1ml; 1mg/1ml",Hộp 1 lọ 10ml và một đầu phun,Ferrer Internacional S.A.,Spain
522,VD-9678-09,Mekotyrossin,40.911,"Tyrothricin + tetracain
(hydroclorid)","Tyrothricin, Tetracain hydroclorid",1.01,Uống,"1mg; 0,1mg","Hộp 30 vỉ x 8 viên ngậm, hộp 5 vỉ x 8 viên ngậm",Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
523,VD-13692-10,Solmux Broncho,40.975,Carbocistein + salbutamol,"Carbocisteine, Salbutamol dưới dạng Salbutamol sulfat",1.01,Uống,500mg; 2mg,Hộp 25 vỉ x 4 viên nang,Công ty TNHH United International Pharma ,Việt Nam
524,VD-15486-11,Mahimox,40.975,Carbocistein + Salbutamol,Carbocystein; Salbutamol sulfat,1.01,Uống,200mg; 1g,hộp 30 gói x 2 gam bột pha hỗn dịch,Công ty cổ phần dược trung ương Mediplantex.,Việt Nam
525,VD-21576-14,Solmux Broncho,40.975,Carbocistein + salbutamol,Salbutamol (dưới dạng Salbutamol sulfat); Carbocistein,1.01,Uống,1 mg/5 ml; 125 mg/5 ml,Hộp 1 chai 60 ml,Công ty TNHH United International Pharma,Việt Nam
526,VD-22428-15,Solinux,40.975,Carbocistein + salbutamol,Carbocistein; Salbutamol,1.01,Uống,500mg; 2mg,Hộp 25 vỉ x 4 viên,Công ty cổ phần Dược Minh Hải,Việt Nam
527,VD-7198-09,Solmux broncho,40.975,Carbocistein + salbutamol,Carbocisteine; salbutamol,1.01,Uống,"1500mg; 15,408mg",Hộp 1 chai 60ml hỗn dịch cho trẻ em,Công ty TNHH United International Pharma ,Việt Nam
528,VD-8297-09,Casalmux,40.975,Carbocistein + salbutamol,"Carbocistein, salbutamol sulphat",1.01,Uống,250mg; 1mg,Hộp 20 gói x 2g thuốc bột uống,Công ty Roussel Việt Nam..,Việt Nam
529,VD-24506-16,Casalmux,40.975,Carbocistein + salbutamol,Carbocistein; Salbutamol sulphat,1.01,Uống,250mg; 1mg,Hộp 20 gói x 2g,Công ty Roussel Việt Nam,Việt Nam
530,VD-9907-09,Atussin sirô ho,40.994,Dextromethorphan hydrobromua + clorpheniramin maleat + sodium citrate dihydrat + glyceryl guaiacolat,"Dextromethorphan HBr, Chlorpheniramin  Maleate, Glyceryl Guaiacolate (Guaifenesin), Sodium Citrate dihydrate",1.01,Uống,,"Hộp 1 chai x 30 ml, 60 ml. Vỉ 2 gói x 5 ml. Hộp 30 gói x 5 ml",Công ty UNITED PHARMA Việt Nam,Việt Nam
531,VN-17838-14,Bricanyl expectorant,40.984,Terbutalin sulfat + guaiphenesin,Terbutalin sulphat; guaifenesin ,1.01,Uống,18mg/60ml; 798mg/60ml,Hộp 1 chai 60ml,Interphil Laboratories Inc.,Philippines
532,VD-29128-16,Atersin,40.984,Terbutalin sulfat + Guaifenesin,Terbutalin sulfat; Guaifenesin,1.01,Uống,"1,5mg; 66,5mg","Dung dịch uống, hộp 30 ống x 5ml, uống","Nhà máy sản xuất dược phẩm An Thiên, Việt Nam",Việt Nam 
533,VD-24734-16,Atersin,40.984,Terbutalin sulfat + guaiphenesin,Terbutalin sulfat; Guaifenesin ,1.01,Uống,"1,5mg/5ml; 66,5mg/5ml","Hộp 20 ống, hộp 30 ống, hộp 50 ống x 5ml. Hộp 1 chai 60ml",Công ty Cổ phần Dược phẩm An Thiên,Việt Nam
534,VD-18278-13,Babycanyl,40.984,Terbutalin sulfat + guaiphenesin,Terbutalin sulfatl; Guaifenesin,1.01,Uống," 1,5 mg/5 m;   66,5 mg/5 ml",Hộp 1 lọ 60 ml,Công ty cổ phần dược phẩm Hà Tây,Việt Nam
535,VD-17558-12,Coje LĐ,40.984,Terbutalin sulfat + guaiphenesin,"Terbutalin sulfat, Guaifenesin",1.01,Uống,"22,5mg; 997,5mg",Hộp 1 chai 75 ml,Công ty cổ phần dược phẩm Trung ương 3,Việt Nam
536,VD-16525-12,Topralsin,40.999,"Oxomemazin + guaifenesin + paracetamol + 
natri benzoat","Oxomemazin, guaifenesin, Paracetamol , natri benzoat ",1.01,Uống," 1,65 mg;  33,3mg; 33,3mg; 33,3mg","Hộp 1 tuýp x 24 viên, hộp 5 vỉ, 10 vỉ x 24 viên nang cứng",Công ty cổ phần dược phẩm Cửu Long,Việt Nam
537,VD-7163-09,Cathaxin,40.999,"Oxomemazin + guaifenesin + paracetamol + 
natri benzoat","Oxomemazin hydroclorid, guaifenesin, Paracetamol, natri benzoat",1.01,Uống,,Hộp 1 chai 24 viên nang,Công ty TNHH SX-TM dược phẩm Thành Nam,Việt Nam
538,VD-8473-09,Agituss,40.999,"Oxomemazin + guaifenesin + paracetamol + 
natri benzoat","Paracetamol, Natri benzoat, Guaiphenesin, Oxomemazin hydroclorid",1.01,Uống,,"hộp 10 gói, 30 gói x 2,5 gam thuốc bột",Công ty cổ phần dược phẩm Agimexpharm,Việt Nam
539,VD-7671-09,Vacotop,40.999,"Oxomemazin + guaifenesin + paracetamol + 
natri benzoat
",Paracetamol; Guaifenesin; Oxomemazin hydroclorid; Natri benzoat,1.01,Uống,33.3mg; 33.3mg; 1.65mg; 33.3mg                                                                                                                                                                                                                                   ,"hộp 10,20,50,100 vỉ x12 viên; chai 24,100,200,250,500,1000 viên",Công ty cổ phần dược phẩm Vacopharm,Việt Nam
540,VD-15519-11,KMG Mekophar,40.1006,Kali glutamat + magnesi glutamat,"Potassium glutamate, Magnesium glutamate ",1.01,Uống,200mg; 200mg,Hộp 1 chai 100 viên bao phim,Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
541,VN-9214-09,Panangin,40.1019,"Magnesi aspartat + kali aspartat
+ kali aspartat",Magnesium aspartate; Potassium aspartate ,2.10,Tiêm,400mg/10ml; 452mg/10ml,Hộp 5 ống x 10ml,Gedeon Richter Plc. ,Hungary
542,VN-16225-13,"Glycetose Injection ""S.T.""",40.1023,"Natri clorid + fructose
+ glycerin",Glycerin; Fructose; Natri Chloride,2.10,Tiêm,100mg/ml; 50mg/ml; 9mg/ml,Chai thủy tinh 300ml; chai thủy tinh 500ml,"Taiwan Biotech Co., Ltd.",Taiwan
543,VD-11704-10,Rutin C,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,50 mg; 50 mg,"Hộp 10 vỉ x 10 viên, hộp 1 chai x 100 viên nén bao đường",Công ty cổ phần dược phẩm Tipharco,Việt Nam
544,VD-11944-10,Franvit C - rutin,40.1058,Vitamin C + rutine,Rutin; Acid ascorbic,1.01,Uống,100mg; 100mg,Hộp 1 vỉ x 10 viên nén bao phim,Công ty liên doanh dược phẩm ELOGE FRANCE Việt Nam,Việt Nam
